WeekOfMonth,WeekOfMonthClaimed,Age,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Year,Month,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
1,3,0,1,3251,1,400,4,1994,4,6,6,1,1,4,1,0,0,1,0,5,4,3,0,0,0,1,0,1,0,0,0,0
2,3,27,0,3252,5,400,2,1994,7,2,5,1,1,7,1,1,0,1,0,2,4,3,3,6,4,1,0,1,0,0,0,0
4,1,29,0,3253,16,400,1,1994,5,2,13,1,1,7,1,1,1,1,0,1,4,3,1,6,4,1,0,1,1,0,0,0
5,2,32,0,3254,8,400,1,1994,6,2,13,1,3,6,1,1,1,2,1,5,4,3,2,6,4,1,0,1,3,0,0,2
1,1,27,0,3255,14,400,1,1994,5,4,13,1,5,6,1,1,0,1,0,1,4,3,1,4,4,1,0,1,3,0,0,0
4,5,21,0,3256,15,400,4,1994,6,6,17,1,1,5,0,1,1,1,0,1,4,3,1,1,3,1,0,1,3,3,1,0
5,5,46,0,3257,8,400,4,1994,4,5,13,1,0,4,1,1,0,1,0,1,4,3,2,7,6,1,0,1,2,0,0,0
4,4,51,0,3258,6,400,4,1994,3,0,2,1,1,3,1,1,0,2,1,2,4,3,0,7,6,1,0,1,3,0,0,2
1,1,0,1,3259,1,400,2,1994,4,6,6,1,1,4,1,0,0,1,0,5,4,3,0,0,0,1,0,1,0,0,0,0
3,5,37,0,3260,5,400,3,1994,3,3,6,1,3,3,1,0,0,0,0,1,4,3,3,6,5,1,0,1,1,0,0,1
2,3,31,0,3261,14,400,4,1994,3,6,13,1,0,3,1,1,0,0,0,1,4,3,2,5,4,1,0,1,2,0,0,1
1,3,44,0,3262,1,400,2,1994,2,1,17,1,1,2,1,1,0,2,1,3,4,3,3,6,5,1,0,1,3,0,0,2
3,3,34,0,3263,12,400,1,1994,0,5,17,1,2,0,1,0,0,0,0,1,4,3,2,6,4,1,0,1,3,0,0,1
3,3,36,0,3264,12,400,2,1994,0,5,13,1,0,0,1,1,0,2,1,1,4,3,3,6,5,1,0,1,2,0,0,2
3,4,40,1,3265,14,500,1,1994,4,4,9,1,0,4,1,1,1,0,0,2,4,3,0,6,5,1,0,1,0,2,0,1
2,2,32,0,3266,10,400,4,1994,4,3,13,1,3,4,1,1,0,1,0,1,4,3,2,5,4,1,0,1,0,0,0,0
1,2,41,0,3267,5,400,3,1994,7,3,13,0,2,7,0,2,1,0,0,1,4,3,2,6,5,1,0,1,2,0,0,1
1,2,36,1,3268,4,400,3,1994,4,0,13,0,0,4,1,0,0,0,0,0,4,3,0,6,5,1,0,1,3,0,0,1
4,2,34,0,3269,12,400,1,1994,2,2,2,1,4,3,1,0,1,2,1,1,4,3,1,4,4,1,0,1,0,0,0,2
1,3,51,0,3270,7,400,3,1994,4,4,2,1,2,4,1,1,1,1,0,2,4,3,1,7,6,1,0,1,2,0,0,0
5,5,41,0,3271,5,400,2,1994,4,2,2,1,2,4,1,0,0,2,1,2,4,3,3,6,5,1,0,1,3,0,0,2
1,1,45,0,3272,7,400,3,1994,6,3,13,1,3,5,1,1,0,2,1,5,4,3,2,6,5,1,0,1,3,0,0,2
3,2,35,0,3273,4,400,3,1994,7,2,17,1,1,6,1,1,0,1,0,1,4,3,1,6,4,1,0,1,3,0,0,0
5,3,46,0,3274,4,400,1,1994,4,1,13,1,1,5,1,1,0,2,1,2,4,3,3,7,6,1,0,1,3,0,0,2
3,4,46,0,3275,12,400,3,1994,5,1,13,1,0,8,0,1,0,2,1,2,4,3,2,7,6,1,0,1,1,0,0,2
1,2,31,1,3276,2,400,4,1994,4,1,2,1,2,4,1,1,0,0,0,1,4,3,3,5,4,1,0,1,0,0,0,1
1,1,26,0,3277,14,400,4,1994,8,5,17,1,0,8,0,1,0,2,1,5,4,3,1,4,4,1,0,1,0,1,1,2
1,1,52,0,3278,2,400,3,1994,8,4,9,1,1,8,1,1,1,1,0,2,4,3,0,5,6,1,0,1,0,0,0,0
2,2,54,0,3279,8,400,1,1994,9,4,17,1,0,9,1,1,0,2,1,1,4,3,2,6,6,1,0,1,0,0,0,2
3,5,54,0,3280,15,400,1,1994,4,4,9,1,0,4,0,1,1,2,1,1,4,3,2,7,6,1,0,1,3,0,0,2
3,5,39,0,3281,8,400,3,1994,8,4,13,1,3,8,1,1,0,2,1,2,4,3,2,7,5,1,0,1,1,0,2,2
2,2,27,0,3282,12,400,1,1994,9,0,9,0,1,9,1,0,0,1,0,1,4,3,1,5,4,1,0,1,0,0,0,0
1,1,31,0,3283,10,400,1,1994,9,3,2,1,4,9,0,0,0,0,0,1,4,3,2,4,4,1,0,1,1,0,0,1
5,1,28,0,3284,4,400,2,1994,8,4,2,1,1,9,1,0,0,0,0,1,4,3,1,6,4,0,0,1,1,0,0,1
4,4,42,0,3285,11,400,4,1994,0,6,15,1,0,0,1,0,0,2,1,5,4,3,1,7,5,1,0,1,3,0,0,2
2,3,52,0,3286,5,400,3,1994,2,6,5,1,0,2,1,1,0,2,1,4,4,3,2,5,6,1,0,1,1,0,0,2
1,2,50,0,3287,1,700,4,1994,11,1,6,1,2,11,1,1,0,0,0,1,4,3,1,6,6,1,0,1,0,0,0,1
5,1,42,0,3288,7,400,2,1994,2,3,13,1,1,3,1,1,1,0,0,2,4,3,0,6,5,1,0,1,0,0,0,1
2,2,39,0,3289,9,400,4,1994,9,1,13,1,2,9,1,1,0,1,0,1,4,3,0,6,5,1,0,1,3,0,0,0
1,1,41,0,3290,4,400,4,1994,9,1,9,1,3,9,1,1,0,2,1,1,4,3,2,5,5,1,0,1,1,0,0,2
1,2,51,0,3291,2,400,1,1994,11,3,17,1,0,11,1,1,1,2,1,1,4,3,2,7,6,1,0,1,0,0,0,2
2,3,41,0,3292,13,400,1,1994,6,5,13,1,1,5,1,1,1,0,0,1,4,3,2,6,5,1,0,1,0,0,0,1
2,2,39,0,3293,3,400,4,1994,4,0,3,1,0,4,1,1,0,0,0,2,2,1,0,5,5,1,0,1,0,0,0,1
2,2,26,0,3294,8,400,4,1994,5,5,13,1,1,6,1,1,1,2,1,2,4,3,2,6,4,1,0,1,0,0,0,2
3,4,31,0,3295,7,400,1,1994,2,0,9,1,3,2,1,1,0,2,1,1,4,3,2,6,4,1,0,1,0,0,0,2
3,3,46,0,3296,8,400,3,1994,11,3,17,1,4,11,1,1,0,0,0,1,4,3,0,6,6,1,0,1,0,0,0,1
5,1,57,0,3297,3,400,1,1994,10,3,6,1,1,11,1,1,0,0,0,1,4,3,3,7,7,1,0,1,1,0,0,1
1,1,46,1,3298,14,400,1,1994,4,1,17,1,3,4,1,1,0,0,0,1,4,3,1,6,6,1,0,1,0,3,1,1
1,5,33,0,3299,16,400,1,1994,8,4,9,1,4,8,0,1,0,2,1,1,4,3,0,6,4,1,0,1,1,0,0,2
5,1,63,0,3300,4,400,1,1994,11,4,2,1,0,0,1,1,0,0,0,2,4,3,2,7,7,1,0,1,0,0,0,1
4,4,47,0,3301,4,400,4,1994,5,5,13,1,2,6,1,1,0,0,0,2,4,3,0,7,6,1,0,1,0,0,0,1
3,3,45,0,3302,5,400,4,1994,7,6,13,1,1,7,1,1,0,2,1,1,4,3,2,6,5,1,0,1,0,0,0,2
4,2,35,0,3303,12,400,1,1994,5,1,13,1,3,7,0,1,1,0,0,1,4,3,1,5,4,1,0,1,0,0,0,1
3,4,55,0,3304,11,400,3,1994,9,6,6,1,0,9,1,1,0,0,0,1,4,3,1,6,6,1,0,1,0,0,0,1
1,3,33,0,3305,2,400,1,1994,2,4,13,1,0,2,1,1,0,2,1,1,4,3,3,6,4,1,0,1,0,0,0,2
5,1,47,0,3306,2,400,3,1994,8,4,5,1,3,9,1,1,0,6,2,5,4,3,1,7,6,0,0,1,3,0,0,0
5,1,23,0,3307,14,400,1,1994,8,3,6,1,1,9,0,0,0,1,0,1,4,3,0,2,3,1,0,1,0,0,0,0
4,4,50,0,3308,13,400,2,1994,8,2,13,1,2,8,1,0,0,2,1,2,4,3,1,6,6,1,0,1,1,0,0,2
4,4,26,0,3309,3,400,3,1994,4,2,17,1,3,4,1,1,1,0,0,1,4,3,1,5,4,1,0,0,0,0,0,1
4,5,41,0,3310,2,400,2,1994,4,3,13,1,0,4,1,1,0,0,0,1,4,3,0,6,5,1,0,1,0,0,0,1
4,4,80,0,3311,16,400,3,1994,4,3,6,1,4,4,1,1,1,4,1,5,4,3,0,6,8,1,0,1,0,0,0,1
3,4,55,0,3312,8,400,4,1994,0,3,6,1,0,0,1,1,0,4,1,5,4,3,0,7,6,0,0,1,0,0,0,1
3,4,22,0,3313,1,400,2,1994,0,4,17,1,4,0,0,0,1,0,0,1,4,3,2,5,3,0,0,1,0,0,0,1
3,3,57,0,3314,5,400,2,1994,0,0,17,1,1,0,1,1,0,2,1,1,4,3,2,7,7,1,0,1,1,0,0,2
3,3,21,0,3315,7,400,2,1994,0,1,13,1,4,0,0,0,0,2,1,0,4,3,2,4,3,1,0,1,2,0,0,2
1,5,46,0,3316,15,500,4,1994,4,0,2,1,0,4,0,1,0,2,1,1,4,3,1,7,6,1,0,1,1,2,0,2
3,4,42,0,3317,6,400,4,1994,4,2,6,1,0,4,1,1,1,0,0,1,4,3,2,6,5,1,0,1,3,0,0,1
2,2,24,0,3318,12,400,2,1994,6,6,13,1,0,5,1,0,0,2,1,1,4,3,2,4,3,1,0,1,3,0,0,2
1,1,48,0,3319,10,400,3,1994,7,3,9,1,3,7,1,0,0,2,1,2,4,3,3,6,6,1,0,1,0,3,1,2
4,1,35,0,3320,1,400,1,1994,8,0,17,0,1,9,1,0,0,2,1,2,4,3,3,5,4,1,0,1,2,0,0,2
1,1,35,0,3321,16,400,3,1994,9,0,9,1,0,9,1,1,0,2,1,5,4,3,2,6,4,1,0,1,3,0,0,2
2,2,44,0,3322,15,400,2,1994,9,2,13,1,0,11,1,1,1,2,1,2,4,3,2,7,5,1,0,1,3,0,2,2
3,3,28,0,3323,15,400,2,1994,11,5,17,1,1,11,1,0,1,0,0,2,4,3,2,4,4,1,0,1,0,0,0,1
3,4,27,0,3324,1,400,4,1994,11,0,5,1,2,11,1,1,0,0,0,2,4,3,3,5,4,1,0,1,0,0,0,1
2,3,27,0,3325,9,400,1,1994,0,4,2,1,2,0,1,0,1,2,1,2,4,3,3,5,4,1,0,1,3,0,0,2
1,2,64,0,3326,9,400,3,1994,3,0,6,1,4,3,1,1,0,0,0,2,4,3,2,7,7,1,0,1,0,0,0,1
1,1,61,0,3327,13,400,3,1994,3,1,9,1,1,3,1,1,1,2,1,5,4,3,2,7,7,1,0,1,3,0,0,2
3,3,62,0,3328,12,400,1,1994,6,1,9,1,1,5,1,1,0,2,1,1,4,3,3,6,7,1,0,1,2,0,0,2
4,5,42,0,3329,14,400,3,1994,7,6,18,1,2,7,1,1,0,2,1,5,4,3,2,6,5,1,0,1,3,0,0,2
3,1,26,0,3330,3,400,2,1994,8,3,13,1,0,9,1,0,0,1,0,1,4,3,1,6,4,1,0,1,2,0,0,0
3,4,35,0,3331,2,400,1,1994,11,2,3,1,4,11,1,1,0,2,1,2,4,3,1,5,4,1,0,1,0,0,0,2
4,4,33,0,3332,5,400,4,1994,11,1,9,1,1,11,0,0,0,2,1,1,4,3,2,3,4,1,0,1,0,0,0,2
1,1,31,0,3333,3,400,4,1994,9,6,13,0,0,9,1,1,1,0,0,1,4,3,2,6,4,0,0,1,0,0,0,1
4,2,49,0,3334,8,400,2,1994,5,2,13,1,0,7,1,1,1,1,0,1,4,3,2,7,6,1,0,1,2,0,0,0
1,2,20,1,3335,6,400,2,1994,4,2,6,1,4,4,1,0,0,4,1,5,4,3,0,2,2,1,0,1,0,0,0,1
5,2,29,0,3336,4,400,4,1994,2,4,6,1,1,5,1,0,0,1,0,1,4,3,3,6,4,1,0,1,0,0,0,0
3,4,60,0,3337,6,400,2,1994,0,2,13,1,1,0,1,1,0,1,0,0,4,3,0,7,7,1,0,1,0,0,0,0
2,3,76,0,3338,12,400,1,1994,0,4,2,0,1,0,1,1,1,1,0,2,4,3,1,7,8,1,0,1,3,0,0,0
2,3,57,0,3339,15,400,4,1994,10,5,2,1,2,10,1,1,0,0,0,1,4,3,2,7,7,1,0,1,3,0,0,1
2,2,34,0,3340,16,400,3,1994,10,0,17,1,1,10,1,0,0,0,0,1,4,3,1,5,4,1,0,1,3,3,1,1
1,2,34,0,3341,7,400,2,1994,10,4,6,1,3,10,0,1,1,4,1,5,4,3,0,5,4,1,0,1,0,0,0,1
3,3,31,0,3342,7,400,3,1994,9,4,17,1,1,9,1,1,0,2,1,1,4,3,2,6,4,1,0,1,2,0,0,2
1,1,45,0,3343,15,400,3,1994,9,1,13,1,1,9,1,1,0,0,0,2,4,3,0,7,5,1,0,1,3,0,0,1
2,2,30,0,3344,1,400,3,1994,8,3,9,1,4,8,1,0,0,1,0,1,4,3,1,5,4,1,0,1,0,0,0,0
4,3,44,0,3345,1,400,4,1994,5,5,2,1,1,7,1,0,1,2,1,1,4,3,3,6,5,1,0,1,0,0,0,2
1,1,55,0,3346,8,400,2,1994,5,6,9,0,0,6,1,1,1,0,0,2,4,3,0,7,6,1,0,1,3,0,0,1
1,2,55,0,3347,16,400,4,1994,6,3,5,1,4,5,1,0,1,1,0,0,4,3,1,7,6,1,0,1,2,0,0,0
2,2,26,0,3348,3,400,4,1994,4,2,2,1,2,4,1,1,0,0,0,1,4,3,1,5,4,1,0,1,1,0,0,1
1,1,0,0,3349,7,400,2,1994,4,6,6,1,2,4,1,0,0,2,1,5,4,3,2,0,0,1,0,1,0,0,0,2
2,3,31,0,3350,15,400,4,1994,6,5,0,1,3,5,1,1,0,6,2,5,4,3,1,5,4,1,0,1,0,0,0,0
1,1,31,0,3351,7,400,4,1994,6,4,13,1,0,5,0,0,0,0,0,1,4,3,1,5,4,1,0,1,0,0,0,1
1,1,53,0,3352,12,400,2,1994,6,4,2,1,1,5,1,1,0,0,0,2,4,3,1,7,6,1,0,1,0,0,0,1
3,3,37,0,3353,10,400,2,1994,9,0,2,1,2,9,0,0,0,2,1,1,4,3,3,6,5,1,0,1,0,0,0,2
3,3,64,0,3354,7,400,3,1994,9,0,13,1,1,9,1,1,1,1,0,2,4,3,2,7,7,1,0,1,0,0,0,0
3,3,27,0,3355,16,400,4,1994,9,0,6,1,3,9,0,0,1,1,0,0,4,3,3,5,4,1,0,1,0,0,0,0
1,2,68,0,3356,4,400,1,1994,7,2,17,1,4,9,1,1,0,1,0,1,4,3,0,7,8,1,0,1,0,0,0,0
1,2,46,0,3357,12,400,4,1994,4,3,13,1,3,4,1,1,1,1,0,1,4,3,0,7,6,1,0,1,0,0,0,0
5,1,29,0,3358,10,400,2,1994,0,6,6,1,3,1,0,0,0,0,0,1,4,3,0,5,4,1,0,1,0,0,0,1
2,2,34,0,3359,10,400,3,1994,4,6,2,1,0,4,1,0,0,2,1,1,4,3,2,4,4,1,0,1,0,0,0,2
4,4,38,0,3360,15,400,4,1994,2,3,0,0,4,3,1,1,1,1,0,2,1,3,1,5,5,1,1,1,0,0,0,0
3,3,34,0,3361,5,400,4,1994,9,2,2,1,4,9,0,0,0,0,0,1,4,3,0,5,4,1,0,1,1,3,1,1
5,1,27,0,3362,5,400,4,1994,0,5,6,1,3,1,1,0,0,0,0,1,4,3,0,5,4,1,0,1,1,0,0,1
2,2,26,0,3363,5,400,3,1994,0,1,17,0,3,0,1,1,1,1,0,0,4,3,0,6,4,1,0,1,0,0,2,0
2,3,59,0,3364,8,400,1,1994,9,4,13,1,1,9,1,1,1,1,0,2,4,3,0,7,7,1,0,1,2,0,0,0
5,1,38,0,3365,16,400,1,1994,2,1,13,1,4,3,1,1,0,2,1,2,4,3,2,6,5,1,0,1,0,0,0,2
5,5,38,0,3366,10,400,1,1994,4,5,6,1,0,4,1,1,1,0,0,5,4,3,0,6,5,1,0,1,3,0,0,1
4,4,34,0,3367,14,500,1,1994,7,2,6,1,3,7,1,1,0,0,0,1,4,3,2,5,4,1,0,1,0,2,0,1
1,1,41,0,3368,8,400,3,1994,11,5,5,1,0,11,1,1,0,2,1,2,4,3,2,7,5,1,0,1,3,1,0,2
4,5,32,0,3369,5,400,4,1994,11,0,9,1,2,11,0,1,0,2,1,1,4,3,0,3,4,1,0,1,1,0,0,2
4,5,35,0,3370,10,400,2,1994,11,4,6,1,2,11,1,1,1,2,1,1,4,3,2,6,4,1,0,1,2,0,0,2
1,1,34,0,3371,13,400,3,1994,4,3,17,1,4,4,1,1,1,0,0,1,4,3,2,5,4,1,0,1,0,0,0,1
2,3,50,0,3372,3,400,3,1994,0,1,17,1,1,0,0,1,0,2,1,1,4,3,3,5,6,1,0,1,1,0,0,2
3,3,26,0,3373,2,400,3,1994,6,2,13,1,2,5,1,1,0,0,0,1,4,3,0,5,4,1,0,1,3,0,0,1
1,3,32,0,3374,13,400,4,1994,5,3,9,1,2,6,1,0,0,2,1,1,4,3,3,6,4,1,0,1,0,0,0,2
5,1,33,0,3375,6,400,1,1994,5,5,13,1,2,7,0,0,0,2,1,1,4,3,1,4,4,1,0,1,1,0,0,2
3,4,28,0,3376,14,400,1,1994,9,4,9,1,0,9,1,1,0,0,0,1,4,3,1,6,4,0,0,1,3,0,0,1
4,4,41,0,3377,10,400,3,1994,9,5,17,1,0,9,1,1,0,2,1,5,4,3,0,7,5,1,0,1,0,0,0,2
2,3,32,0,3378,16,400,1,1994,5,3,6,1,2,6,1,0,1,0,0,2,4,3,1,5,4,1,0,1,0,0,0,1
2,3,21,0,3379,4,400,2,1994,11,0,9,1,3,11,1,0,1,0,0,1,4,3,2,4,3,1,0,1,0,0,0,1
1,2,39,0,3380,4,700,3,1994,10,3,9,1,4,10,1,1,0,0,0,1,4,3,2,6,5,1,0,1,3,0,0,1
5,2,39,0,3381,13,400,1,1994,9,4,13,1,1,10,0,0,1,0,0,1,0,2,0,6,5,1,1,1,0,0,0,1
4,4,26,0,3382,4,400,4,1994,8,4,9,1,0,8,1,1,1,0,0,5,4,3,2,6,4,1,0,1,0,3,1,1
4,4,31,0,3383,7,400,4,1994,7,0,6,1,1,7,1,0,0,2,1,1,4,3,3,5,4,1,0,1,0,0,0,2
3,3,60,0,3384,14,400,4,1994,5,0,0,1,1,6,1,1,0,1,0,1,4,3,1,7,7,0,0,1,1,0,0,0
1,2,29,0,3385,3,400,3,1994,4,3,2,1,2,4,1,0,0,0,0,1,4,3,2,3,4,1,0,1,0,0,0,1
3,2,22,0,3386,15,400,4,1994,7,4,6,1,2,8,1,0,1,4,1,5,4,3,2,5,3,1,0,1,0,0,0,1
1,1,53,0,3387,16,400,2,1994,4,3,9,1,0,5,1,1,1,1,0,1,4,3,0,5,6,0,0,1,0,0,0,0
4,5,44,0,3388,8,400,4,1994,6,3,2,1,1,5,1,1,0,2,1,3,4,3,1,6,5,1,0,1,0,0,0,2
1,2,24,0,3389,2,400,3,1994,4,3,2,1,4,4,1,1,1,1,0,1,4,3,1,4,3,1,0,1,0,0,0,0
1,2,24,0,3390,13,400,3,1994,1,3,13,1,0,1,1,0,1,0,0,1,4,3,2,4,3,1,0,1,0,0,0,1
2,2,44,0,3391,12,400,2,1994,9,6,6,0,0,9,1,1,1,1,0,1,4,3,1,7,5,1,0,1,0,0,0,0
2,3,33,0,3392,2,400,3,1994,9,1,2,0,0,9,1,1,0,6,2,5,4,3,1,6,4,1,0,1,0,0,0,0
3,2,41,0,3393,12,400,3,1994,9,5,9,1,3,10,1,1,0,2,1,2,4,3,3,6,5,1,0,1,2,0,0,2
3,4,35,0,3394,6,400,3,1994,0,3,9,1,2,0,1,1,1,0,0,5,4,3,2,5,4,1,0,1,0,0,0,1
3,4,27,0,3395,6,400,2,1994,0,4,9,1,1,0,0,0,1,1,0,1,4,3,0,3,4,1,0,1,0,0,0,0
4,4,55,0,3396,15,400,2,1994,0,2,9,1,2,0,1,0,0,2,1,1,4,3,0,6,6,1,0,1,0,0,0,2
5,5,34,0,3397,8,400,4,1994,0,0,9,1,0,0,1,1,0,2,1,2,4,3,2,5,4,1,0,1,0,0,0,2
1,1,61,0,3398,15,400,1,1994,1,2,13,0,2,1,1,1,0,0,0,1,4,3,1,7,7,1,0,1,0,0,0,1
3,4,62,0,3399,11,400,1,1994,3,3,13,1,2,3,0,0,0,2,1,1,4,3,1,6,7,1,0,1,0,0,0,2
1,1,40,0,3400,9,400,4,1994,6,5,9,1,0,5,1,1,0,0,0,1,4,3,0,6,5,1,0,1,3,0,0,1
1,1,36,0,3401,9,400,4,1994,6,0,13,1,1,5,0,1,1,0,0,1,4,3,1,6,5,1,0,1,0,0,0,1
2,2,65,0,3402,4,400,1,1994,6,2,6,1,4,5,1,1,0,2,1,2,4,3,2,7,7,1,0,1,3,0,0,2
1,1,47,0,3403,14,400,2,1994,7,1,17,1,1,7,1,1,0,2,1,1,4,3,1,6,6,1,0,1,3,3,1,2
1,3,27,0,3404,2,400,4,1994,9,2,0,1,1,9,1,1,0,6,2,5,4,3,0,6,4,1,0,1,0,0,2,0
2,2,25,0,3405,5,400,4,1994,9,5,13,1,4,9,0,0,0,0,0,0,4,3,1,4,3,1,0,1,1,0,0,1
2,3,36,0,3406,11,400,3,1994,9,2,2,1,2,9,1,1,1,6,2,5,4,3,3,7,5,1,0,1,3,0,0,0
1,1,39,1,3407,5,400,1,1994,4,4,13,1,4,4,1,0,0,0,0,0,4,3,0,6,5,1,0,1,1,0,0,1
1,2,51,1,3408,11,400,1,1994,4,4,17,1,3,5,1,1,0,0,0,1,4,3,0,6,6,1,0,1,0,0,0,1
4,4,36,0,3409,5,400,3,1994,11,4,5,0,2,11,1,1,1,6,2,5,4,3,0,6,5,1,0,1,1,0,0,0
1,3,35,0,3410,9,400,2,1994,11,0,2,1,0,11,1,0,0,2,1,1,4,3,1,6,4,1,0,1,0,0,0,2
3,1,40,0,3411,10,700,4,1994,9,2,17,1,0,10,1,1,0,1,0,2,4,3,0,6,5,1,0,1,0,0,0,0
2,3,31,0,3412,10,400,2,1994,9,4,12,1,3,9,1,1,0,0,0,2,4,3,2,5,4,1,0,1,0,0,0,1
5,3,40,0,3413,1,400,2,1994,7,3,12,0,1,10,1,1,0,2,1,5,4,3,2,5,5,1,0,1,3,0,0,2
3,3,27,0,3414,4,400,1,1994,7,1,17,1,3,7,1,1,0,1,0,1,4,3,0,6,4,1,0,1,3,0,0,0
1,2,29,0,3415,1,400,2,1994,7,1,13,1,4,7,1,1,0,1,0,1,4,3,0,6,4,1,0,1,1,0,0,0
2,3,37,0,3416,3,400,4,1994,6,1,6,1,1,5,1,1,0,2,1,2,4,3,2,6,5,1,0,1,3,0,0,2
1,4,29,0,3417,12,400,1,1994,6,0,2,1,3,9,1,1,0,2,1,1,4,3,3,5,4,1,0,1,1,0,0,2
1,2,33,0,3418,11,400,4,1994,6,6,9,1,1,5,1,1,0,1,0,1,4,3,0,3,4,1,0,1,2,2,0,0
3,4,34,0,3419,12,400,4,1994,4,6,2,0,1,4,1,0,0,1,0,1,4,3,0,5,4,1,0,1,1,0,0,0
3,3,28,0,3420,11,400,3,1994,4,0,6,0,0,4,1,1,0,1,0,0,4,3,2,5,4,1,0,1,1,0,0,0
1,1,53,0,3421,2,400,2,1994,4,1,6,1,1,4,1,1,0,2,1,2,4,3,0,6,6,1,0,1,3,0,0,2
1,3,33,1,3422,2,400,2,1994,4,4,13,1,0,4,1,0,0,1,0,1,4,3,1,4,4,1,0,1,0,0,0,0
1,2,30,1,3423,14,400,1,1994,4,4,6,1,2,4,1,2,0,1,0,2,4,3,2,5,4,1,0,1,0,0,0,0
1,2,62,0,3424,7,400,1,1994,1,5,9,1,4,1,0,1,0,2,1,0,4,3,1,6,7,1,0,1,1,3,1,2
1,1,45,0,3425,14,400,3,1994,1,2,2,1,0,1,1,1,0,2,1,2,4,3,1,6,5,1,0,1,3,0,0,2
1,1,69,0,3426,3,400,1,1994,1,2,13,1,3,1,0,1,1,1,0,1,4,3,2,6,8,1,0,1,0,0,0,0
1,1,27,0,3427,12,400,1,1994,1,3,17,1,0,1,1,0,0,0,0,1,4,3,1,5,4,1,0,1,0,0,0,1
5,1,28,0,3428,5,400,3,1994,0,1,9,1,4,1,0,0,0,2,1,1,4,3,2,5,4,1,0,1,2,0,0,2
5,1,61,0,3429,7,400,1,1994,0,0,13,1,2,1,1,1,0,0,0,1,4,3,1,7,7,1,0,1,0,0,0,1
4,1,39,0,3430,3,400,4,1994,0,4,6,1,0,1,1,0,1,2,1,5,4,3,2,7,5,1,0,1,1,0,0,2
4,5,49,0,3431,1,400,4,1994,0,4,16,1,1,0,1,1,0,1,0,1,4,3,2,6,6,1,0,1,0,0,0,0
5,3,63,0,3432,6,400,3,1994,0,5,13,1,4,5,0,1,1,2,1,1,4,3,2,6,7,1,0,1,2,0,0,2
4,1,45,0,3433,3,400,2,1994,0,1,2,1,4,1,1,1,0,6,2,5,4,3,3,5,5,1,0,1,2,0,0,0
2,3,38,0,3434,13,400,3,1994,4,5,13,1,4,4,1,1,1,0,0,1,4,3,2,7,5,1,0,1,0,0,0,1
4,1,60,0,3435,13,400,2,1994,0,0,17,0,2,1,1,1,0,2,1,2,4,3,0,7,7,1,0,1,2,0,0,2
4,4,55,0,3436,9,400,3,1994,0,6,13,1,0,0,1,0,0,2,1,1,4,3,1,6,6,1,0,1,1,0,0,2
4,2,44,0,3437,12,400,3,1994,0,0,0,1,1,1,1,0,0,1,0,1,4,3,2,6,5,1,0,1,1,0,0,0
3,4,53,0,3438,9,400,1,1994,0,4,17,1,1,0,1,1,0,1,0,1,4,3,2,7,6,1,0,1,3,0,0,0
3,3,41,0,3439,4,400,2,1994,0,3,6,1,3,0,1,1,0,2,1,1,4,3,2,6,5,1,0,1,3,0,0,2
4,4,22,0,3440,1,400,1,1994,0,5,13,1,0,0,0,0,1,0,0,1,4,3,3,4,3,0,1,1,1,0,0,1
3,4,24,0,3441,5,400,1,1994,0,4,6,1,2,0,0,0,0,1,0,0,4,3,1,3,3,1,0,1,0,0,0,0
5,5,28,0,3442,7,400,2,1994,11,2,9,1,3,11,1,1,1,4,1,5,4,3,0,4,4,1,0,1,0,0,0,1
5,1,39,0,3443,7,400,4,1994,11,3,17,1,0,0,1,0,0,0,0,0,4,3,0,6,5,1,0,1,1,0,0,1
2,2,26,1,3444,13,400,3,1994,4,5,9,1,0,4,1,0,0,0,0,1,4,3,0,6,4,1,0,1,3,0,0,1
2,3,32,0,3445,10,400,3,1994,11,3,0,1,2,11,1,0,1,0,0,2,4,3,1,6,4,1,0,1,0,3,2,1
2,3,21,0,3446,7,400,4,1994,9,0,6,1,4,9,1,0,1,1,0,2,4,3,2,5,3,1,0,1,3,0,0,0
2,2,35,0,3447,7,400,1,1994,9,4,13,1,4,9,1,0,0,0,0,1,4,3,0,6,4,1,0,1,1,0,0,1
3,1,43,0,3448,11,400,2,1994,8,2,13,1,2,9,1,0,0,1,0,0,4,3,0,6,5,1,0,1,2,0,0,0
2,3,24,0,3449,14,400,1,1994,8,4,2,1,0,8,1,0,0,0,0,1,4,3,3,4,3,1,0,1,0,0,0,1
1,1,18,0,3450,11,400,2,1994,7,1,13,1,3,1,1,0,0,1,0,0,4,3,1,2,2,1,0,1,3,0,0,0
1,2,37,0,3451,12,400,3,1994,7,2,9,1,4,7,1,1,0,6,2,5,4,3,2,6,5,1,0,1,1,0,0,0
4,2,59,0,3452,11,400,1,1994,6,4,17,1,3,6,1,1,0,1,0,1,4,3,3,7,7,1,0,1,0,0,0,0
